Sentence,Word_Count,Sentence_Length,Char_Count,DLP,Dot_Load_Ratio,OVL,Similar_Shape_Density,PSC_Density,Lexical_Difficulty,Homograph_Risk,Avg_Morphological_Complexity,Domain,Text_Class,Quadrant,Readability_Level_19,DLI,DLI_10
ميدان اللعب,2,10,10,0.3,0.4,0.0,0.5,0.2,2.0,0.0,0.5,Arts & Humanities,Foundational,Low BAREC / Low DLI,3,4,1.8
مستطيل الشكل: الطول: 25 مترًا (حد أدنى) و42 مترًا (حد أقصى)، والعرض: 15 مترًا (حد أدنى) و25 مترًا (حد أقصى).,35,64,85,0.19,0.34,0.06,0.52,0.17,2.39,0.0,0.33,Arts & Humanities,Foundational,High BAREC / Low DLI,13,3,1.4
في المباريات الدولية: الطول: 38 مترًا (حد أدنى) و42 مترًا (حد أقصى)، والعرض: 18 مترًا (حد أدنى) و22 مترًا (حد أقصى),35,71,91,0.23,0.38,0.06,0.51,0.14,2.47,0.0,0.37,Arts & Humanities,Foundational,High BAREC / Low DLI,12,2,0.9
تخطيط ميدان اللعب,3,15,15,0.4,0.6,0.0,0.67,0.2,1.67,0.0,0.33,Arts & Humanities,Foundational,High BAREC / High DLI,12,6,2.7
ميدان اللعب محدد بخطوط..,6,19,21,0.26,0.32,0.0,0.63,0.26,2.25,0.0,0.5,Arts & Humanities,Foundational,High BAREC / High DLI,11,6,2.7
الخطان الطويلان المحددان لميدان اللعب هما خطا التماس، والخطان القصيران المحددان لميدان اللعب هما خطا المرمى.,18,91,93,0.22,0.29,0.0,0.43,0.21,2.19,0.12,0.75,Arts & Humanities,Foundational,High BAREC / High DLI,14,6,2.7
وجميع الخطوط ترسم بعرض 8 سنتيمترات.,7,28,30,0.39,0.61,0.0,0.71,0.25,1.4,0.2,0.6,Arts & Humanities,Foundational,High BAREC / High DLI,12,7,3.2
ميدان اللعب مقسم إلى نصفين متساويين بخط المنتصف.,9,40,41,0.42,0.6,0.0,0.6,0.17,1.62,0.12,0.38,Arts & Humanities,Foundational,Low BAREC / High DLI,7,6,2.7
منطقة الجزاء,2,11,11,0.45,0.64,0.0,0.45,0.18,1.5,0.0,0.5,Arts & Humanities,Foundational,High BAREC / Low DLI,11,5,2.3
منطقة الجزاء محددة كالتالي:,5,23,24,0.35,0.57,0.0,0.43,0.22,2.5,0.0,0.75,Arts & Humanities,Foundational,High BAREC / High DLI,11,7,3.2
قوسان، كل منهما مرسوم على مسافة 6 أمتار بين خط المرمى وخط وهمي ممتد من قائم المرمى إلى داخل ميدان اللعب.,23,81,84,0.23,0.33,0.0,0.4,0.3,2.15,0.25,0.3,Arts & Humanities,Foundational,High BAREC / Low DLI,14,4,1.8
القوسان متصلان بخط مواز لخط المرمى طوله 3.16 متر.,12,36,41,0.25,0.33,0.0,0.44,0.22,1.62,0.0,0.62,Arts & Humanities,Foundational,High BAREC / Low DLI,13,4,1.8
علامة الجزاء: علامة الجزاء على مسافة 6 أمتار من نقطة المنتصف بين قائمتي المرمى.,16,63,66,0.35,0.52,0.0,0.41,0.22,1.69,0.38,0.38,Arts & Humanities,Foundational,High BAREC / High DLI,11,7,3.2
قوس الركنية: ربع دائرة في كل ركن، داخل ميدان اللعب.,13,39,42,0.33,0.49,0.0,0.54,0.18,1.85,0.4,0.2,Arts & Humanities,Foundational,High BAREC / High DLI,12,6,2.7
المرميان: مرميان في ميدان اللعب..,8,26,29,0.35,0.5,0.0,0.5,0.23,1.4,0.0,0.4,Arts & Humanities,Foundational,Low BAREC / Low DLI,8,3,1.4
في كل نهاية من ميدان اللعب مرمى يقع على منتصف خط المرمى.,13,44,45,0.34,0.5,0.0,0.5,0.3,1.25,0.17,0.17,Arts & Humanities,Foundational,Low BAREC / Low DLI,9,5,2.3
يتكون المرمى من قائمين متصلين من أعلى بعارضة أفقية طولها 3 أمتار وارتفاعها عن الأرض متران.,17,73,75,0.34,0.52,0.0,0.48,0.21,2.0,0.2,0.53,Arts & Humanities,Foundational,High BAREC / High DLI,12,7,3.2
شباك المرمى مصنوعة من النايلون أو القنب أو غيره، ومثبتة في القائمين والعارضة خلف المرمى، ,17,72,74,0.36,0.56,0.0,0.42,0.19,2.33,0.27,0.67,Arts & Humanities,Foundational,Low BAREC / High DLI,10,7,3.2
ويجب تثبيته بالأرض خلال المباراة.,6,28,29,0.46,0.71,0.0,0.5,0.14,2.1,0.0,1.0,Arts & Humanities,Foundational,Low BAREC / High DLI,8,7,3.2
أرضية ميدان اللعب: أرضية ملساء، مسطحة..,10,30,34,0.33,0.53,0.0,0.5,0.17,2.0,0.0,0.33,Arts & Humanities,Foundational,High BAREC / Low DLI,11,5,2.3
يوصى باستعمال الخشب أو المواد المصنعة، وتجنب استعمال الأسمنت أو الإسفلت.,13,60,62,0.28,0.43,0.0,0.43,0.17,2.0,0.18,0.64,Arts & Humanities,Foundational,Low BAREC / Low DLI,10,5,2.3
الكرة: كروية الشكل، تصنع من الجلد.,9,26,29,0.31,0.54,0.0,0.42,0.23,1.5,0.33,0.67,Arts & Humanities,Foundational,Low BAREC / High DLI,10,7,3.2
محيطها لا يقل عن 62 سنتيمترًا ولا يزيد عن 64 سنتيمترًا.,12,38,43,0.42,0.71,0.05,0.66,0.18,1.78,0.22,0.22,Arts & Humanities,Foundational,High BAREC / High DLI,12,8,3.6
ووزنها لا يزيد عن 440 جرامًا ولا يقل عن 400 جرام.,12,31,38,0.35,0.48,0.03,0.52,0.23,1.67,0.22,0.33,Arts & Humanities,Foundational,High BAREC / Low DLI,13,5,2.3
اللاعبون: تجري المباراة بين فريقين، يتكون كل منهما من خمسة لاعبين، أحدهم حارس مرمى.,18,66,70,0.38,0.55,0.0,0.53,0.27,1.36,0.14,0.29,Arts & Humanities,Foundational,High BAREC / High DLI,12,6,2.7
ترقيم القميص: من 1 إلى 15 على ظهر القميص.,11,28,33,0.32,0.57,0.0,0.5,0.21,1.29,0.43,0.29,Arts & Humanities,Foundational,High BAREC / High DLI,11,6,2.7
واقي الساق: يغطى كليًا بالجوارب، ويحمي اللاعب بدرجة مقبولة، ويكون مصنوعًا من المطاط أو البلاستيك.,19,77,81,0.32,0.49,0.03,0.45,0.18,1.63,0.13,0.6,Arts & Humanities,Foundational,High BAREC / High DLI,12,6,2.7
أشواط اللعب: المباراة من شوطين متساويين، كل منهما 20 دقيقة.,13,45,50,0.38,0.67,0.0,0.47,0.18,1.11,0.11,0.33,Arts & Humanities,Foundational,Low BAREC / Low DLI,7,5,2.3
الوقت المستقطع: دقيقة واحدة في كل شوط.,9,30,32,0.4,0.8,0.0,0.57,0.13,2.0,0.0,0.29,Arts & Humanities,Foundational,Low BAREC / Low DLI,5,5,2.3
أبو الظرفاء علامة في الليل,5,22,22,0.32,0.45,0.0,0.36,0.09,1.4,0.2,0.4,Arts & Humanities,Foundational,High BAREC / Low DLI,12,2,0.9
سيناريو: محمد المنسي            ,4,17,18,0.29,0.47,0.0,0.59,0.24,3.0,0.0,0.33,Arts & Humanities,Foundational,High BAREC / Low DLI,12,4,1.8
رسوم: أحمد تيسير,4,13,14,0.23,0.46,0.0,0.69,0.23,1.67,0.0,0.0,Arts & Humanities,Foundational,Low BAREC / Low DLI,7,4,1.8
الليل يقبل وأبو الظرفاء غائب..,7,24,26,0.38,0.5,0.0,0.42,0.04,1.6,0.0,0.6,Arts & Humanities,Foundational,High BAREC / Low DLI,12,4,1.8
بيته خالٍ..,4,7,9,0.57,0.86,0.14,0.57,0.29,1.0,0.0,0.5,Arts & Humanities,Foundational,Low BAREC / High DLI,7,9,4.1
حان وقت تنفيذ خطتي,4,15,15,0.73,1.13,0.0,0.87,0.13,2.0,0.25,0.25,Arts & Humanities,Foundational,Low BAREC / High DLI,6,10,4.5
ستكون هذه إشارتي لبقية زملائي المحترفين,6,34,34,0.47,0.79,0.0,0.56,0.18,1.83,0.0,0.83,Arts & Humanities,Foundational,Low BAREC / High DLI,8,8,3.6
سأكون بعيدًا وسط الشهود..,6,19,21,0.21,0.37,0.05,0.53,0.16,2.0,0.25,0.5,Arts & Humanities,Foundational,Low BAREC / Low DLI,10,5,2.3
لن يستطيع أحمد اتهامي,4,18,18,0.33,0.61,0.0,0.61,0.28,1.88,0.0,0.25,Arts & Humanities,Foundational,Low BAREC / High DLI,8,7,3.2
هذا هو مكان اللقاء,4,15,15,0.2,0.27,0.0,0.2,0.27,1.25,0.25,0.25,Arts & Humanities,Foundational,Low BAREC / Low DLI,3,3,1.4
مرحبا يا رفاق,3,11,11,0.36,0.55,0.0,0.64,0.18,1.83,0.0,0.0,Arts & Humanities,Foundational,Low BAREC / High DLI,9,6,2.7
أهلًا يا زوبعة..,5,11,13,0.36,0.55,0.09,0.36,0.18,2.0,0.0,0.0,Arts & Humanities,Foundational,Low BAREC / Low DLI,9,4,1.8
ماذا وراءك؟,3,9,10,0.11,0.11,0.0,0.22,0.22,1.0,0.0,0.5,Arts & Humanities,Foundational,Low BAREC / Low DLI,7,2,0.9
صيد ثمين..,4,7,9,0.57,1.14,0.0,0.86,0.14,1.5,0.0,0.0,Arts & Humanities,Foundational,Low BAREC / High DLI,3,8,3.6
منزل أبو الظرفاء خالٍ..,6,17,19,0.35,0.35,0.06,0.41,0.12,1.5,0.25,0.25,Arts & Humanities,Foundational,High BAREC / Low DLI,11,3,1.4
لقد رصدته ووضعت عليه علامة,5,22,22,0.27,0.5,0.0,0.55,0.27,2.0,0.2,0.8,Arts & Humanities,Foundational,High BAREC / High DLI,12,7,3.2
ومن هو أبو الظرفاء هذا؟,6,18,19,0.28,0.28,0.0,0.33,0.17,1.4,0.2,0.4,Arts & Humanities,Foundational,Low BAREC / Low DLI,5,2,0.9
إنه صديق الوالي..,5,13,15,0.31,0.54,0.0,0.46,0.08,2.67,0.33,0.67,Arts & Humanities,Foundational,Low BAREC / High DLI,10,8,3.6
لا بد أن بيته مليء بالمال,6,20,20,0.35,0.5,0.0,0.4,0.15,1.83,0.33,0.5,Arts & Humanities,Foundational,Low BAREC / Low DLI,10,5,2.3
ولكنه يبدو رجلًا مهمًا..,6,17,19,0.24,0.29,0.12,0.35,0.35,2.0,0.0,0.5,Arts & Humanities,Foundational,Low BAREC / Low DLI,8,5,2.3
سوف يلاحقنا,2,10,10,0.4,0.6,0.0,0.6,0.1,3.5,0.5,0.5,Arts & Humanities,Foundational,Low BAREC / High DLI,8,8,3.6
لن يراكم أصلًا..,5,11,13,0.18,0.27,0.09,0.36,0.18,3.17,0.0,0.33,Arts & Humanities,Foundational,Low BAREC / Low DLI,8,3,1.4
قلت لكم.. البيت خالٍ,6,14,16,0.43,0.71,0.07,0.43,0.21,1.0,0.25,0.5,Arts & Humanities,Foundational,Low BAREC / High DLI,6,7,3.2
غريب أمر جاري أبو الظرفاء..,7,21,23,0.38,0.48,0.0,0.57,0.14,2.4,0.4,0.2,Arts & Humanities,Foundational,Low BAREC / Low DLI,9,5,2.3
غادر المدينة وترك مصباحه مضاءً,5,25,25,0.28,0.4,0.04,0.48,0.28,2.2,0.2,0.6,Arts & Humanities,Foundational,Low BAREC / High DLI,7,6,2.7
من الأفضل أن أستفيد أنا منه.. بعد إذنك يا جاري,12,35,37,0.43,0.54,0.0,0.57,0.17,1.9,0.3,0.3,Arts & Humanities,Foundational,Low BAREC / High DLI,10,6,2.7
هكذا أسير إلى بيتي ليلًا في أمان,7,25,25,0.4,0.64,0.04,0.48,0.12,1.43,0.0,0.14,Arts & Humanities,Foundational,Low BAREC / Low DLI,5,3,1.4
هذا الضوء سيبعد اللصوص عن بيتي,6,25,25,0.36,0.52,0.0,0.6,0.12,1.17,0.17,0.67,Arts & Humanities,Foundational,Low BAREC / Low DLI,8,5,2.3
ما هذه الأصوات..,5,12,14,0.17,0.25,0.0,0.25,0.25,2.33,0.0,0.33,Arts & Humanities,Foundational,Low BAREC / Low DLI,7,2,0.9
من بالبيت؟,3,8,9,0.62,0.88,0.0,0.62,0.12,1.0,0.5,1.0,Arts & Humanities,Foundational,Low BAREC / High DLI,5,10,4.5
ماذا تفعلان هنا؟,4,13,14,0.38,0.46,0.0,0.46,0.23,1.0,0.0,0.0,Arts & Humanities,Foundational,Low BAREC / Low DLI,7,3,1.4
ماذا تفعل أنت هنا؟,5,14,15,0.43,0.57,0.0,0.5,0.21,1.0,0.25,0.0,Arts & Humanities,Foundational,Low BAREC / Low DLI,5,5,2.3
النجدة..,3,6,8,0.5,0.67,0.0,0.5,0.17,2.0,0.0,1.0,Arts & Humanities,Foundational,Low BAREC / High DLI,3,7,3.2
لصوص,1,4,4,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,Arts & Humanities,Foundational,Low BAREC / Low DLI,7,1,0.5
هؤلاء الحمقى..,4,11,13,0.09,0.18,0.0,0.18,0.27,1.5,0.0,0.0,Arts & Humanities,Foundational,Low BAREC / Low DLI,7,2,0.9
لماذا سطوا على بيتي وتركوا بيت جاري (أبو الظرفاء) الخالي؟,13,45,48,0.36,0.53,0.0,0.49,0.11,1.8,0.2,0.4,Arts & Humanities,Foundational,High BAREC / Low DLI,12,5,2.3
لقد أخطأ زوبعة بالتأكيد,4,20,20,0.4,0.6,0.0,0.55,0.15,2.25,0.0,0.75,Arts & Humanities,Foundational,Low BAREC / High DLI,10,6,2.7
غرائب!,2,5,6,0.4,0.4,0.0,0.6,0.2,4.0,0.0,0.0,Arts & Humanities,Foundational,Low BAREC / High DLI,7,6,2.7
إعداد: تامر عبد الحميد,5,18,19,0.17,0.28,0.0,0.61,0.28,1.5,0.25,0.25,Arts & Humanities,Foundational,Low BAREC / Low DLI,3,5,2.3
العالم ليس كما يبدو دائمًا، ,6,21,22,0.14,0.24,0.05,0.33,0.24,2.8,0.2,0.2,Arts & Humanities,Foundational,Low BAREC / Low DLI,10,4,1.8
هناك أشياء غير معقولة ولكنها حقيقية، ,7,30,31,0.43,0.8,0.0,0.47,0.27,1.67,0.17,0.33,Arts & Humanities,Foundational,High BAREC / High DLI,11,8,3.6
نعم فحتى الواقع نفسه يمتلك أحيانًا بعض الخيال، وهذه هي روعة الحياة.,14,53,55,0.36,0.55,0.02,0.49,0.28,1.42,0.17,0.58,Arts & Humanities,Foundational,High BAREC / High DLI,14,7,3.2
-1 شجرة النقانق,4,11,13,0.64,1.09,0.0,0.64,0.09,2.0,0.0,0.5,Arts & Humanities,Foundational,High BAREC / High DLI,11,9,4.1
"من أغرب الأشجار المثمرة في العالم إحدى الأشجار التي تنمو في بعض مناطق أفريقيا الاستوائية جنوبي الصحراء الكبرى، حيث أن ثمار هذه الشجرة التي تتدلى منها تشبه ""النقانق"" ويصل طول الثمرة إلى حوالي 75 سنتيمترًا!",39,163,169,0.37,0.65,0.01,0.5,0.16,1.88,0.15,0.41,Arts & Humanities,Foundational,High BAREC / High DLI,14,7,3.2
-2 الشرخ الزجاجي,4,12,14,0.5,0.75,0.0,0.58,0.25,2.0,0.0,1.0,Arts & Humanities,Foundational,High BAREC / High DLI,12,8,3.6
الشرخ الذي يحدث في الزجاج يتحرك بسرعة، تصل إلى حوالي ثلاثة آلاف ميل في الساعة!,17,62,64,0.4,0.73,0.0,0.55,0.16,1.67,0.07,0.33,Arts & Humanities,Foundational,High BAREC / High DLI,12,6,2.7
-3 خرطوم الفيل,4,10,12,0.3,0.4,0.0,0.5,0.2,2.0,0.5,0.5,Arts & Humanities,Foundational,Low BAREC / High DLI,3,6,2.7
خرطوم الفيل ليس مجرد أنف طويل أو عضو يساعد على تناول الطعام أو الاستمتاع بحمام منعش، ,17,68,69,0.25,0.38,0.0,0.5,0.24,1.88,0.5,0.25,Arts & Humanities,Foundational,Low BAREC / Low DLI,10,5,2.3
فهذا الخرطوم بالغ المرونة، لا يحتوي على عظام لكنه بالغ القوة لأن به حوالي مائة ألف عضلة!,19,70,72,0.33,0.46,0.0,0.39,0.23,2.12,0.24,0.41,Arts & Humanities,Foundational,High BAREC / Low DLI,11,5,2.3
-4 عود الكبريت,4,10,12,0.3,0.5,0.0,0.6,0.2,1.0,0.5,0.5,Arts & Humanities,Foundational,High BAREC / Low DLI,11,5,2.3
"كانت أعواد الكبريت قديمًا تشتعل إذا تم حك العود بأي سطح، إلى أن قام السويدي ""جوهان إدوارد لندستروم"" في عام 1855 باختراع ثقاب الأمان، أي أعواد الكبريت التي لا تشتعل إلا عندما تحتك بأحد جوانب العلبة!",41,152,161,0.32,0.53,0.01,0.53,0.19,1.63,0.14,0.31,Arts & Humanities,Foundational,High BAREC / High DLI,14,6,2.7
5- الرخام,3,6,8,0.17,0.17,0.0,0.33,0.33,3.0,0.0,1.0,Arts & Humanities,Foundational,High BAREC / High DLI,12,6,2.7
الرخام ليس في أصله إلا نوعًا من الحجر الجيري، ,10,35,36,0.29,0.4,0.03,0.49,0.23,2.11,0.22,0.44,Arts & Humanities,Foundational,High BAREC / Low DLI,14,5,2.3
وهو يوجد على شكل صخور تكونت تحت الأرض، ,9,30,31,0.33,0.57,0.0,0.53,0.23,1.12,0.25,0.25,Arts & Humanities,Foundational,Low BAREC / Low DLI,8,5,2.3
والسبب في أنه يأخذ هذا الشكل المبهر هو تعرض هذه الصخور لضغط وحرارة شديدين!,15,60,61,0.37,0.53,0.0,0.55,0.22,1.25,0.14,0.5,Arts & Humanities,Foundational,Low BAREC / High DLI,10,6,2.7
-6 الضفدع الأمريكي,4,14,16,0.29,0.43,0.0,0.5,0.21,1.5,0.0,1.0,Arts & Humanities,Foundational,Low BAREC / Low DLI,7,4,1.8
حياة البيات الشتوي لدى بعض الكائنات مليئة بالغرائب، لكن أغربها ما يحدث لضفدع الغابات الذي يعيش في الولايات المتحدة، إذ يتحول 65% من الماء الموجود في جسمه إلى بلورات ثلج أثناء بياته الشتوي!,37,150,156,0.39,0.65,0.0,0.47,0.17,2.05,0.12,0.5,Arts & Humanities,Foundational,High BAREC / High DLI,13,7,3.2
7- سرعة وحيد القرن,5,13,15,0.31,0.54,0.0,0.69,0.15,1.67,0.0,0.33,Arts & Humanities,Foundational,Low BAREC / Low DLI,8,5,2.3
حيوان وحيد القرن الذي قد يصل وزنه إلى 2300 كيلو جرام يصبح من أخطر الحيوانات عندما يكون غاضبًا.,19,71,76,0.37,0.52,0.01,0.56,0.2,1.76,0.12,0.24,Arts & Humanities,Foundational,High BAREC / High DLI,11,6,2.7
جمول حفيد الجمل صابر,4,17,17,0.29,0.35,0.0,0.53,0.29,2.62,0.25,0.25,Arts & Humanities,Foundational,Low BAREC / High DLI,7,6,2.7
عامل نظافة,2,9,9,0.44,0.56,0.0,0.44,0.22,1.0,0.5,0.0,Arts & Humanities,Foundational,Low BAREC / High DLI,4,6,2.7
سيناريو: منال عزام     ,4,15,16,0.33,0.47,0.0,0.53,0.2,2.67,0.0,0.0,Arts & Humanities,Foundational,Low BAREC / Low DLI,7,5,2.3
رسوم: حجاج,3,8,9,0.25,0.25,0.0,0.62,0.5,1.0,0.0,0.0,Arts & Humanities,Foundational,Low BAREC / Low DLI,7,4,1.8
جمول اتخذ قرارًا هذا العام بالعمل الجاد وكسب قوته بعرق جبينه، بدلًا من الاعتماد على جده صحراوي في مصروفه الأسبوعي..,23,91,94,0.3,0.41,0.02,0.52,0.26,1.98,0.1,0.6,Arts & Humanities,Foundational,High BAREC / Low DLI,11,5,2.3
هل سيفلح في مسعاه؟,5,14,15,0.29,0.43,0.0,0.57,0.36,2.38,0.25,0.5,Arts & Humanities,Foundational,High BAREC / High DLI,12,6,2.7
وما هو العمل الذي يتناسب فعلًا مع مواهبه ومؤهلاته الخاصة؟,11,46,47,0.24,0.35,0.02,0.33,0.3,2.3,0.1,0.6,Arts & Humanities,Foundational,High BAREC / Low DLI,14,4,1.8
هل هذه هي الوظيفة التي قلت لنا أنها تقيم الأمم وترفع الهمم؟,13,47,48,0.36,0.6,0.0,0.38,0.26,2.04,0.08,0.5,Arts & Humanities,Foundational,High BAREC / High DLI,14,6,2.7
قطعًا يا شباب,3,10,10,0.5,0.9,0.1,0.7,0.1,2.67,0.0,0.0,Arts & Humanities,Foundational,Low BAREC / High DLI,9,7,3.2
ماذا لو اختفى عامل النظافة؟,6,22,23,0.36,0.45,0.0,0.36,0.18,1.3,0.4,0.2,Arts & Humanities,Foundational,Low BAREC / Low DLI,8,4,1.8
لن تستطيع الدنيا كلها أن تحيا بدونه,7,29,29,0.38,0.59,0.0,0.59,0.17,2.21,0.14,0.57,Arts & Humanities,Foundational,High BAREC / High DLI,14,7,3.2
هذا ليس مبررًا,3,11,11,0.27,0.36,0.09,0.55,0.18,3.33,0.33,0.0,Arts & Humanities,Foundational,Low BAREC / High DLI,8,6,2.7
انتظرا..,3,6,8,0.5,0.67,0.0,0.67,0.0,1.0,0.0,0.0,Arts & Humanities,Foundational,Low BAREC / Low DLI,9,4,1.8
لو عملتما معي ستكسبان الكثير,5,24,24,0.29,0.54,0.0,0.5,0.29,2.1,0.2,0.4,Arts & Humanities,Foundational,High BAREC / High DLI,13,6,2.7
هذه وظيفة لا تناسبنا,4,17,17,0.53,0.71,0.0,0.53,0.12,2.0,0.0,0.0,Arts & Humanities,Foundational,Low BAREC / High DLI,8,6,2.7
بمرور الوقت,2,10,10,0.3,0.5,0.0,0.5,0.1,1.0,0.0,1.0,Arts & Humanities,Foundational,Low BAREC / Low DLI,4,3,1.4
اقرأ الخبر..,4,9,11,0.33,0.44,0.0,0.56,0.11,2.5,0.0,0.5,Arts & Humanities,Foundational,Low BAREC / Low DLI,5,4,1.8
